variable_name,variable_description,data_type,min,max,units,enumerations,comment,tests
AccessPolicy_id,Autocreated FK slot,string,,,,,Foreign Key: AccessPolicy.id,not_null
data_access_type,Data Access Type,enumeration,,,,open;registered;controlled;gsr_restricted;gsr_allowed,,not_null|accepted_values
